Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.02.08 15:04
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+crawlspace+IECC_2021
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,69548.97,14.63,29.26
,Net Site Energy,69548.97,14.63,29.26
,Total Source Energy,220261.58,46.33,92.66
,Net Source Energy,220261.58,46.33,92.66


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,4754.19
,Net Conditioned Building Area,2377.10
,Unconditioned Building Area,2377.10


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,25289.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,4564.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,3542.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,721.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,26496.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,4718.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,4215.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23512.13
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,69548.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23512.13
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,,System Name,Load Type,Peak Load Kind,User Design Capacity,Calc Des Air Flow Rate [ft3/min],User Des Air Flow Rate [ft3/min],Design Day Name,Date/Time of Peak
,1,CENTRAL SYSTEM_UNIT1,Cooling,Sensible,4852.68,856.65243,856.65243,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 05:00:00
,2,CENTRAL SYSTEM_UNIT1,Heating,Sensible,6905.00,456.35587,456.35587,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00


Component Sizing Information

,,Component Type,Component Name,Input Field Description,Value
,1,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Supply Air Flow Rate [ft3/min],59.99321
,2,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1,User-Specified Exhaust Air Flow Rate [ft3/min],59.99321
,3,Fan:OnOff,OASUPPLYFAN_UNIT1,User-Specified Maximum Flow Rate [ft3/min],59.99321
,4,Fan:OnOff,OAEXHAUSTFAN_UNIT1,User-Specified Maximum Flow Rate [ft3/min],59.99321
,5,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT1,User-Specified Nominal Supply Air Flow Rate [ft3/min],59.99321
,6,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT1,Design Size Maximum Air Flow Rate [ft3/min],856.65243
,7,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Maximum Heating Flow Rates [ft3/min],856.65243
,8,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Minimum Heating Flow Rates [ft3/min],856.65243
,9,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Sum of Air Terminal Maximum Flow Rates [ft3/min],856.65243
,10,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Heating Design Air Flow Rate [ft3/min],856.65243
,11,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Cooling Design Air Flow Rate [ft3/min],856.65243
,12,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Adjusted Main Design Air Flow Rate [ft3/min],856.65243
,13,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,User Heating Air Flow Ratio [],1.00000
,14,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Calculated Heating Air Flow Ratio [],1.00000
,15,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,Design Supply Air Flow Rate [ft3/min],856.65243
,16,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Rated Air Flow Rate [ft3/min],856.65243
,17,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Gross Rated Total Cooling Capacity [ton],1.90311
,18,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,Design Size Gross Rated Sensible Heat Ratio,0.80066
,19,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate [ft3/min],856.65243
,20,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate During Heating Operation [ft3/min],856.65243
,21,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supply Air Flow Rate During Cooling Operation [ft3/min],856.65243
,22,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Nominal Heating Capacity [Btu/h],22837.26357
,23,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Nominal Cooling Capacity [ton],1.90311
,24,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Supplemental Heating Coil Nominal Capacity [Btu/h],23559.86607
,25,AirLoopHVAC:UnitaryHeatPump:AirToAir,HEAT PUMP_UNIT1,Fraction of Supply Air Flow That Goes Through the Controlling Zone,1.00000
,26,Fan:OnOff,SUPPLY FAN_UNIT1,Design Size Maximum Flow Rate [ft3/min],856.65243
,27,Coil:Heating:DX:SingleSpeed,MAIN DX HEATING COIL_UNIT1,Design Size Rated Air Flow Rate [ft3/min],856.65243
,28,Coil:Heating:DX:SingleSpeed,MAIN DX HEATING COIL_UNIT1,Design Size Gross Rated Heating Capacity [Btu/h],22837.26357
,29,Coil:Heating:Electric,SUPP HEATING COIL_UNIT1,Design Size Nominal Capacity [Btu/h],23559.86607
,30,Fan:OnOff,HEAT PUMP WATER HEATER FAN_UNIT1,Design Size Maximum Flow Rate [ft3/min],160.01057
,31,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1,Evaporator air flow rate [ft3/min],160.01057
,32,PlantLoop,DHW LOOP_UNIT1,Maximum Loop Flow Rate [ft3/min],1.04620
,33,PlantLoop,DHW LOOP_UNIT1,Plant Loop Volume [ft3],2.09294
,34,Pump:VariableSpeed,MAINS PRESSURE_UNIT1,Design Flow Rate [ft3/min],1.04620
,35,WaterHeater:Stratified,WATER HEATER_TANK_UNIT1,Maximum Heater Capacity [Btu/h],18766.00000
,36,WaterHeater:Stratified,WATER HEATER_TANK_UNIT1,Use Side Design Flow Rate [ft3/min],1.04620


DX Cooling Coil Standard Rating Information

,,Component Type,Component Name,Standard Rating (Net) Cooling Capacity {ton},Standard Rated Net COP {Btuh/Btuh},EER {Btu/W-h},SEER User {Btu/W-h},SEER Standard {Btu/W-h},IEER {Btu/W-h}
,1,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,1.8,3.26,11.11,11.62,10.99,10.86


DX Heating Coil Standard Rating Information

,,Component Type,Component Name,High Temperature Heating (net) Rating Capacity {Btu/h},Low Temperature Heating (net) Rating Capacity {Btu/h},HSPF {Btu/W-h},Region Number
,1,Coil:Heating:DX:SingleSpeed,MAIN DX HEATING COIL_UNIT1,23931.8,13328.6,7.85,4


Environment

,,Environment Name,Environment Type,Start Date,End Date,Start DayOfWeek,Duration {#days},Source:Start DayOfWeek,Use Daylight Saving,Use Holidays,Apply Weekend Holiday Rule,Use Rain Values,Use Snow Values,Sky Temperature Model
,1,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,SizingPeriod:DesignDay,12/21,12/21,WinterDesignDay,1,N/A,N/A,N/A,N/A,N/A,N/A,Clark and Allen
,2,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,SizingPeriod:DesignDay,07/21,07/21,SummerDesignDay,1,N/A,N/A,N/A,N/A,N/A,N/A,Clark and Allen
,3,ANNUAL,WeatherFileRunPeriod,01/01/2017,12/31/2017,Sunday,365,Use RunPeriod Specified Day,Yes,Yes,No,Yes,Yes,Clark and Allen


Environment:Daylight Saving

,,Daylight Saving Indicator,Source,Start Date,End Date
,1,No,SizingPeriod:DesignDay,,
,2,No,SizingPeriod:DesignDay,,
,3,No,,,


Environment:WarmupDays

,,NumberofWarmupDays
,1,6
,2,6
,3,6


Environment:Design Day Data

,,Max Dry-Bulb Temp {F},Temp Range {dC},Temp Range Ind Type,Hum Ind Type,Hum Ind Value at Max Temp,Hum Ind Units,Pressure {psi},Wind Direction {deg CW from N},Wind Speed {ft/min},Clearness,Rain,Snow
,1,-0.2,0.00,DefaultMultipliers,Wetbulb,-17.90,{C},12.,180,492.2,0.00,No,No
,2,93.02,14.80,DefaultMultipliers,Wetbulb,15.00,{C},12.,30,708.7,0.00,No,No


Environment:Design Day Misc

,,DayOfYear,ASHRAE A Coeff,ASHRAE B Coeff,ASHRAE C Coeff,Solar Constant-Annual Variation,Eq of Time {minutes},Solar Declination Angle {deg},Solar Model
,1,355,1232.8,0.1424,5.7719E-002,1.0,2.45,-24.,ASHRAEClearSky
,2,202,1084.4,0.2082,0.1365,1.0,-6.23,20.6,ASHRAETau


Tabular Report

,,Style,Unit Conversion
,1,Commaandhtml,commaandhtml


Warmup Convergence Information

,,Zone Name,Environment Type/Name,Average Warmup Temperature Difference {deltaF},Std Dev Warmup Temperature Difference {deltaF},Max Temperature Pass/Fail Convergence,Min Temperature Pass/Fail Convergence,Average Warmup Load Difference {Btu/h},Std Dev Warmup Load Difference {Btu/h},Heating Load Pass/Fail Convergence,Cooling Load Pass/Fail Convergence
,1,LIVING_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,0.057536342,0.072716500,Pass,Pass,0.018195320,0.067420499,Pass,Pass
,2,ATTIC_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,0.006064953,0.006667651,Pass,Pass,0.000000000,0.000000000,Pass,Pass
,3,CRAWLSPACE_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,0.001853094,0.001533824,Pass,Pass,0.000000000,0.000000000,Pass,Pass
,4,LIVING_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,0.009081824,0.029671487,Pass,Pass,0.127525788,0.109388535,Pass,Pass
,5,ATTIC_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,0.572441855,0.409999559,Pass,Pass,0.000000000,0.000000000,Pass,Pass
,6,CRAWLSPACE_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,0.233982772,0.131307098,Pass,Pass,0.000000000,0.000000000,Pass,Pass
,7,LIVING_UNIT1,RunPeriod: ANNUAL,0.001034600,0.002742614,Pass,Pass,0.124065073,0.138495465,Pass,Pass
,8,ATTIC_UNIT1,RunPeriod: ANNUAL,0.377565036,0.323207712,Pass,Pass,0.000000000,0.000000000,Pass,Pass
,9,CRAWLSPACE_UNIT1,RunPeriod: ANNUAL,0.714307444,0.779832172,Pass,Pass,0.000000000,0.000000000,Pass,Pass


----------------------------------------------------------------------------------------------------
REPORT:,Annual Heat Emissions Summary
FOR:,Entire Facility
Heat Emission by Components

,,Envelope Convection,Zone Exfiltration,Zone Exhaust Air,HVAC Relief Air,HVAC Reject Heat,Total
,Heat Emissions [kBtu],417440.15,87926.58,0.00,0.00,5963.93,511330.94


----------------------------------------------------------------------------------------------------
REPORT:,Climatic Data Summary
FOR:,Entire Facility
SizingPeriod:DesignDay

,,Maximum Dry Bulb [F],Daily Temperature Range [deltaF],Humidity Value,Humidity Type,Wind Speed [ft/min],Wind Direction
,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,-0.2,0.00,-0.2,Wetbulb [F],492.15,180.00
,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,93.02,26.64,59.00,Wetbulb [F],708.70,30.00


Weather Statistics File

,,Value
,Reference,USA_CO_Golden-NREL.724666_TMY3
,Site:Location,Denver Centennial  Golden   Nr CO USA
,Latitude,{N 39� 44'}
,Longitude,{W 105� 10'}
,Time Zone,{GMT -7.0 Hours}
,Elevation (ft) above sea level,6000.9
,Standard Pressure at Elevation,81198Pa
,Data Source,TMY3
,WMO Station,724666
,Weather File Design Conditions,Climate Design Data 2009 ASHRAE Handbook
,Heating Design Temperature 99.6% (F),-2.°
,Heating Design Temperature 99% (F),4.1°
,Cooling Design Temperature 0.4% (F),91.4°
,Cooling Design Temperature 1% (F),89.6°
,Cooling Design Temperature 2% (F),86.4°
,Maximum Dry Bulb Temperature (F),96.8°
,Maximum Dry Bulb Occurs on,Jul 13
,Minimum Dry Bulb Temperature (F),-13.°
,Minimum Dry Bulb Occurs on,Dec 18
,Maximum Dew Point Temperature (F),62.6°
,Maximum Dew Point Occurs on,Jul 16
,Minimum Dew Point Temperature (F),-22.°
,Minimum Dew Point Occurs on,Dec 18
,ASHRAE Handbook 2009  Cooling Degree-Days - base 50°(F),2574.0
,Weather File Cooling Degree-Days - base 50°(F),2511.0
,ASHRAE Handbook 2009 Heating Degree-Days - base 65°(F),6206.4
,Weather File Heating Degree-Days - base 65°(F),6008.4
,Köppen Classification,BSk
,Köppen Description,Mid-latitude dry semiarid (e.g. Great Plains of USA, lat. 15-60�N)
,Köppen Recommendation,
,ASHRAE Climate Zone,5B
,ASHRAE Description,Cool-Dry


----------------------------------------------------------------------------------------------------
REPORT:,Envelope Summary
FOR:,Entire Facility
Opaque Exterior

,,Construction,Reflectance,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Net Area [ft2],Azimuth [deg],Tilt [deg],Cardinal Direction
,WALL_LDF_1.UNIT1,EXTERIOR WALL,0.30,0.048,0.050,338.48,294.05,180.00,90.00,S
,WALL_SDR_1.UNIT1,EXTERIOR WALL,0.30,0.048,0.050,253.86,209.43,90.00,90.00,E
,WALL_LDB_1.UNIT1,EXTERIOR WALL,0.30,0.048,0.050,338.48,254.03,0.00,90.00,N
,WALL_SDL_1.UNIT1,EXTERIOR WALL,0.30,0.048,0.050,253.86,209.43,270.00,90.00,W
,WALL_LDF_2.UNIT1,EXTERIOR WALL,0.30,0.048,0.050,338.48,294.05,180.00,90.00,S
,WALL_SDR_2.UNIT1,EXTERIOR WALL,0.30,0.048,0.050,253.86,209.43,90.00,90.00,E
,WALL_LDB_2.UNIT1,EXTERIOR WALL,0.30,0.048,0.050,338.48,294.05,0.00,90.00,N
,WALL_SDL_2.UNIT1,EXTERIOR WALL,0.30,0.048,0.050,253.86,209.43,270.00,90.00,W
,ROOF_RIGHT_UNIT1,GABLE_END,0.30,0.314,0.428,66.82,66.82,90.00,90.00,E
,ROOF_LEFT_UNIT1,GABLE_END,0.30,0.314,0.428,66.82,66.82,270.00,90.00,W
,ROOF_FRONT_UNIT1,EXTERIOR ROOF,0.25,0.543,0.943,620.41,620.41,180.00,16.69,
,ROOF_BACK_UNIT1,EXTERIOR ROOF,0.25,0.543,0.943,620.41,620.41,0.00,16.69,
,BGWALL_UPPER_LDF,CRAWL WALL,0.30,0.776,2.276,19.91,19.91,180.00,90.00,S
,BGWALL_LOWER_LDF,CRAWL WALL,0.30,0.893,2.276,59.73,59.73,180.00,90.00,S
,BGWALL_UPPER_SDR,CRAWL WALL,0.30,0.776,2.276,14.93,14.93,90.00,90.00,E
,BGWALL_LOWER_SDR,CRAWL WALL,0.30,0.893,2.276,44.80,44.80,90.00,90.00,E
,BGWALL_UPPER_LDB,CRAWL WALL,0.30,0.776,2.276,19.91,19.91,0.00,90.00,N
,BGWALL_LOWER_LDB,CRAWL WALL,0.30,0.893,2.276,59.73,59.73,0.00,90.00,N
,BGWALL_UPPER_SDL,CRAWL WALL,0.30,0.776,2.276,14.93,14.93,270.00,90.00,W
,BGWALL_LOWER_SDL,CRAWL WALL,0.30,0.893,2.276,44.80,44.80,270.00,90.00,W
,EXTFLOOR_UNIT1,INTERIOR FLOOR,0.30,0.235,0.300,1188.55,1188.55,90.00,180.00,


Opaque Interior

,,Construction,Reflectance,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Net Area [ft2],Azimuth [deg],Tilt [deg],Cardinal Direction
,INTER ZONE FLOOR 1,INTERIOR FLOOR,0.30,0.193,0.300,1188.55,1188.55,90.00,180.00,
,FLOOR_UNIT1,EXTERIOR FLOOR,0.30,0.033,0.034,1188.55,1188.55,90.00,180.00,
,CEILING_UNIT1,INTERIOR CEILING,0.30,0.023,0.024,1188.55,1188.55,180.00,0.00,
,iz-CEILING_UNIT1,ATTIC FLOOR,0.30,0.023,0.024,1188.55,1188.55,0.00,180.00,
,iz-FLOOR_UNIT1,iz-EXTERIOR FLOOR,0.30,0.033,0.034,1188.55,1188.55,270.00,0.00,
,INTERNALMASS_UNIT1,INTERIORFURNISHINGS,0.30,,0.141,106.53,,0.00,90.00,N


Exterior Fenestration

,,Construction,Glass Area [ft2],Frame Area [ft2],Divider Area [ft2],Area of One Opening [ft2],Area of Multiplied Openings [ft2],Glass U-Factor [Btu/h-ft2-F],Glass SHGC,Glass Visible Transmittance,Frame Conductance [Btu/h-ft2-F],Divider Conductance [Btu/h-ft2-F],Shade Control,Parent Surface,Azimuth [deg],Tilt [deg],Cardinal Direction
,WINDOW_LDF_1.UNIT1,EXTERIOR WINDOW,44.43,0.00,0.00,44.43,44.43,0.300,0.335,0.883,,,Yes,WALL_LDF_1.UNIT1,180.00,90.00,S
,WINDOW_SDR_1.UNIT1,EXTERIOR WINDOW,44.43,0.00,0.00,44.43,44.43,0.300,0.335,0.883,,,Yes,WALL_SDR_1.UNIT1,90.00,90.00,E
,WINDOW_LDB_1.UNIT1,EXTERIOR WINDOW,44.43,0.00,0.00,44.43,44.43,0.300,0.335,0.883,,,Yes,WALL_LDB_1.UNIT1,0.00,90.00,N
,WINDOW_SDL_1.UNIT1,EXTERIOR WINDOW,44.43,0.00,0.00,44.43,44.43,0.300,0.335,0.883,,,Yes,WALL_SDL_1.UNIT1,270.00,90.00,W
,WINDOW_LDF_2.UNIT1,EXTERIOR WINDOW,44.43,0.00,0.00,44.43,44.43,0.300,0.335,0.883,,,Yes,WALL_LDF_2.UNIT1,180.00,90.00,S
,WINDOW_SDR_2.UNIT1,EXTERIOR WINDOW,44.43,0.00,0.00,44.43,44.43,0.300,0.335,0.883,,,Yes,WALL_SDR_2.UNIT1,90.00,90.00,E
,WINDOW_LDB_2.UNIT1,EXTERIOR WINDOW,44.43,0.00,0.00,44.43,44.43,0.300,0.335,0.883,,,Yes,WALL_LDB_2.UNIT1,0.00,90.00,N
,WINDOW_SDL_2.UNIT1,EXTERIOR WINDOW,44.43,0.00,0.00,44.43,44.43,0.300,0.335,0.883,,,Yes,WALL_SDL_2.UNIT1,270.00,90.00,W
,Total or Average,,,,,,355.40,0.300,0.335,0.883,,,,,,,
,North Total or Average,,,,,,88.85,0.300,0.335,0.883,,,,,,,
,Non-North Total or Average,,,,,,266.55,0.300,0.335,0.883,,,,,,,


Interior Fenestration

,,Construction,Area of One Opening [ft2],Area of Openings [ft2],Glass U-Factor [Btu/h-ft2-F],Glass SHGC,Glass Visible Transmittance,Parent Surface
,Total or Average,,,0.00,-,-,-,


Exterior Door

,,Construction,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Parent Surface
,DOOR_LDB_UNIT1,EXTERIOR DOOR,0.239,0.300,40.02,WALL_LDB_1.UNIT1


Interior Door

,,Construction,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Parent Surface
,None,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,Shading Summary
FOR:,Entire Facility
Sunlit Fraction

,,March 21 9am,March 21 noon,March 21 3pm,June 21 9am,June 21 noon,June 21 3pm,December 21 9am,December 21 noon,December 21 3pm
,WINDOW_LDF_1.UNIT1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
,WINDOW_SDR_1.UNIT1,0.99,0.95,0.00,0.99,0.89,0.00,1.00,0.93,0.00
,WINDOW_LDB_1.UNIT1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_SDL_1.UNIT1,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
,WINDOW_LDF_2.UNIT1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
,WINDOW_SDR_2.UNIT1,0.99,0.95,0.00,0.99,0.89,0.00,1.00,0.93,0.00
,WINDOW_LDB_2.UNIT1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_SDL_2.UNIT1,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00


Window Control

,,Name,Type,Shaded Construction,Control,Glare Control
,WINDOW_LDF_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No


----------------------------------------------------------------------------------------------------
REPORT:,Lighting Summary
FOR:,Entire Facility
Interior Lighting

,,Zone Name,Space Name,Space Type,Lighting Power Density [Btu/h-ft2],Space Area [ft2],Total Power [Btu/h],End Use Subcategory,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Return Air Fraction,Conditioned (Y/N),Consumption [kWh]
,LIVING HARDWIRED LIGHTING1,LIVING_UNIT1,LIVING_UNIT1,GENERAL,0.3335,2377.10,792.73,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,713.27
,LIVING PLUG-IN LIGHTING1,LIVING_UNIT1,LIVING_UNIT1,GENERAL,0.1517,2377.10,360.49,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,324.36
,Interior Lighting Total,,,,0.2426,4754.19,1153.22,,,,,,,,1037.63


Daylighting

,,Zone,Control Name,Daylighting Method,Control Type,Fraction Controlled,Lighting Installed in Zone [Btu/h],Lighting Controlled [Btu/h]
,None,,,,,,,


Exterior Lighting

,,Total Watts,Astronomical Clock/Schedule,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Consumption [kWh]
,EXTERIOR-LIGHTS_UNIT1,43.24,Schedule,EXTERIORLIGHTING,84.00,84.00,84.00,189.40
,GARAGE-LIGHTS_UNIT1,7.16,Schedule,INTERIORLIGHTINGHE,58.88,168.00,58.88,21.99
,Exterior Lighting Total,50.41,,,,,,211.39


----------------------------------------------------------------------------------------------------
REPORT:,Equipment Summary
FOR:,Entire Facility
Central Plant

,,Type,Reference Capacity [Btu/h],Reference Efficiency [Btuh/Btuh],Rated Capacity [Btu/h],Rated Efficiency [Btuh/Btuh],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h]
,None,,,,,,,


Cooling Coils

,,Type,Design Coil Load [Btu/h],Nominal Total Capacity [Btu/h],Nominal Sensible Capacity [Btu/h],Nominal Latent Capacity [Btu/h],Nominal Sensible Heat Ratio,Nominal Efficiency [Btuh/Btuh],Nominal Coil UA Value [Btu/h-F],Nominal Coil Surface Area [ft2]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,,22837.26,18284.78,4552.49,0.80,4.07,,
Nominal values are gross at rated conditions, i.e., the supply air fan heat and electric power NOT accounted for.


DX Cooling Coils

,,DX Cooling Coil Type,Standard Rated Net Cooling Capacity [ton],Standard Rated Net COP [Btuh/Btuh],EER [Btu/W-h],SEER User [Btu/W-h],SEER Standard [Btu/W-h],IEER [Btu/W-h]
,DX COOLING COIL_UNIT1,,1.8,3.26,11.11,11.62,10.99,10.86
ANSI/AHRI ratings account for supply air fan heat and electric power. SEER User is calculated using user-input PLF curve and cooling coefficient of degradation whereas SEER Standard is calculated using AHRI Std 210/240-2008 default PLF curve and cooling coefficient of degradation.


DX Cooling Coil ASHRAE 127 Standard Ratings Report

