Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.04.08 10:54
Tabular Output Report in Format: ,Comma

Building:,US+SF+CZ5B+hp+slab+IECC_2021
Environment:,RUN PERIOD ** Denver-Aurora-Buckley AFB CO USA TMY3 WMO#=724695

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,0.28,0.85,1.28
,Net Site Energy,0.28,0.85,1.28
,Total Source Energy,0.90,2.70,4.06
,Net Source Energy,0.90,2.70,4.06


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,331.23
,Net Conditioned Building Area,220.82
,Unconditioned Building Area,110.41


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,31,WaterHeater:HeatPump:WrappedCondenser,WATER HEATER_UNIT1,Evaporator air flow rate [m3/s],7.55250E-002
,32,PlantLoop,DHW LOOP_UNIT1,Maximum Loop Flow Rate [m3/s],4.93808E-004
,33,PlantLoop,DHW LOOP_UNIT1,Plant Loop Volume [m3],5.92569E-002
,34,Pump:VariableSpeed,MAINS PRESSURE_UNIT1,Design Flow Rate [m3/s],4.93808E-004
,35,WaterHeater:Stratified,WATER HEATER_TANK_UNIT1,Maximum Heater Capacity [W],5500.00000
,36,WaterHeater:Stratified,WATER HEATER_TANK_UNIT1,Use Side Design Flow Rate [m3/s],4.93808E-004


DX Cooling Coil Standard Rating Information

,,Component Type,Component Name,Standard Rating (Net) Cooling Capacity {W},Standard Rated Net COP {W/W},EER {Btu/W-h},SEER User {Btu/W-h},SEER Standard {Btu/W-h},IEER {Btu/W-h}
,1,Coil:Cooling:DX:SingleSpeed,DX COOLING COIL_UNIT1,5336.3,3.26,11.11,11.62,10.99,10.86


DX Heating Coil Standard Rating Information

,,Component Type,Component Name,High Temperature Heating (net) Rating Capacity {W},Low Temperature Heating (net) Rating Capacity {W},HSPF {Btu/W-h},Region Number
,1,Coil:Heating:DX:SingleSpeed,MAIN DX HEATING COIL_UNIT1,5869.9,3269.2,7.87,4


Environment

,,Environment Name,Environment Type,Start Date,End Date,Start DayOfWeek,Duration {#days},Source:Start DayOfWeek,Use Daylight Saving,Use Holidays,Apply Weekend Holiday Rule,Use Rain Values,Use Snow Values,Sky Temperature Model
,1,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,SizingPeriod:DesignDay,12/21,12/21,WinterDesignDay,1,N/A,N/A,N/A,N/A,N/A,N/A,Clark and Allen
,2,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,SizingPeriod:DesignDay,07/21,07/21,SummerDesignDay,1,N/A,N/A,N/A,N/A,N/A,N/A,Clark and Allen
,3,JAN 1,User Selected WeatherFile RunPeriod (Design),01/01,01/01,Sunday,1,Use RunPeriod Specified Day,Yes,No,No,Yes,Yes,Clark and Allen
,4,RUN PERIOD,WeatherFileRunPeriod,01/01/2017,01/01/2017,Sunday,1,Use RunPeriod Specified Day,Yes,Yes,No,Yes,Yes,Clark and Allen


Environment:Daylight Saving

,,Daylight Saving Indicator,Source,Start Date,End Date
,1,No,SizingPeriod:DesignDay,,
,2,No,SizingPeriod:DesignDay,,
,3,No,,,
,4,No,,,


Environment:WarmupDays

,,NumberofWarmupDays
,1,6
,2,6
,3,8
,4,8


Environment:Design Day Data

,,Max Dry-Bulb Temp {C},Temp Range {dC},Temp Range Ind Type,Hum Ind Type,Hum Ind Value at Max Temp,Hum Ind Units,Pressure {Pa},Wind Direction {deg CW from N},Wind Speed {m/s},Clearness,Rain,Snow
,1,-17.90,0.00,DefaultMultipliers,Wetbulb,-17.90,{C},82237,180,2.5,0.00,No,No
,2,33.90,14.80,DefaultMultipliers,Wetbulb,15.00,{C},82237,30,3.6,0.00,No,No


Environment:Design Day Misc

,,DayOfYear,ASHRAE A Coeff,ASHRAE B Coeff,ASHRAE C Coeff,Solar Constant-Annual Variation,Eq of Time {minutes},Solar Declination Angle {deg},Solar Model
,1,355,1232.8,0.1424,5.7719E-002,1.0,2.45,-23.5,ASHRAEClearSky
,2,202,1084.4,0.2082,0.1365,1.0,-6.23,20.6,ASHRAETau


Tabular Report

,,Style,Unit Conversion
,1,Commaandhtml,commaandhtml


Warmup Convergence Information

,,Zone Name,Environment Type/Name,Average Warmup Temperature Difference {deltaC},Std Dev Warmup Temperature Difference {deltaC},Max Temperature Pass/Fail Convergence,Min Temperature Pass/Fail Convergence,Average Warmup Load Difference {W},Std Dev Warmup Load Difference {W},Heating Load Pass/Fail Convergence,Cooling Load Pass/Fail Convergence
,1,LIVING_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,3.3591893415E-002,4.4597323944E-002,Pass,Pass,7.1845817358E-003,2.6134634260E-002,Pass,Pass
,2,ATTIC_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,4.0363695394E-003,4.6738045578E-003,Pass,Pass,0.0000000000,0.0000000000,Pass,Pass
,3,LIVING_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,1.9243134210E-002,5.1451297999E-002,Pass,Pass,4.8343664198E-002,5.0613224804E-002,Pass,Pass
,4,ATTIC_UNIT1,SizingPeriod: DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,0.3116613763,0.2224644762,Pass,Pass,0.0000000000,0.0000000000,Pass,Pass
,5,LIVING_UNIT1,SizingPeriod: JAN 1,3.1536867561E-002,7.3187327562E-002,Pass,Pass,0.8327231475,4.3458169504,Pass,Pass
,6,ATTIC_UNIT1,SizingPeriod: JAN 1,0.2352837117,0.2541288870,Pass,Pass,0.0000000000,0.0000000000,Pass,Pass
,7,LIVING_UNIT1,RunPeriod: RUN PERIOD,3.1536867561E-002,7.3187327562E-002,Pass,Pass,0.8327231475,4.3458169504,Pass,Pass
,8,ATTIC_UNIT1,RunPeriod: RUN PERIOD,0.2352837117,0.2541288870,Pass,Pass,0.0000000000,0.0000000000,Pass,Pass


----------------------------------------------------------------------------------------------------
REPORT:,Annual Heat Emissions Summary
FOR:,Entire Facility
Heat Emission by Components

,,Envelope Convection,Zone Exfiltration,Zone Exhaust Air,HVAC Relief Air,HVAC Reject Heat,Total
,Heat Emissions [GJ],1.08,0.19,0.00,0.00,-0.1,1.17


----------------------------------------------------------------------------------------------------
REPORT:,Climatic Data Summary
FOR:,Entire Facility
SizingPeriod:DesignDay

,,Maximum Dry Bulb [C],Daily Temperature Range [deltaC],Humidity Value,Humidity Type,Wind Speed [m/s],Wind Direction
,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,-17.90,0.00,-17.90,Wetbulb [C],2.50,180.00
,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,33.90,14.80,15.00,Wetbulb [C],3.60,30.00


Weather Statistics File

,,Value
,None,


----------------------------------------------------------------------------------------------------
REPORT:,Envelope Summary
FOR:,Entire Facility
Opaque Exterior

,,Construction,Reflectance,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Net Area [m2],Azimuth [deg],Tilt [deg],Cardinal Direction
,WALL_LDF_1.UNIT1,EXTERIOR WALL,0.30,0.271,0.283,31.44,27.32,180.00,90.00,S
,WALL_SDR_1.UNIT1,EXTERIOR WALL,0.30,0.271,0.283,23.58,19.46,90.00,90.00,E
,WALL_LDB_1.UNIT1,EXTERIOR WALL,0.30,0.271,0.283,31.44,23.60,0.00,90.00,N
,WALL_SDL_1.UNIT1,EXTERIOR WALL,0.30,0.271,0.283,23.58,19.46,270.00,90.00,W
,WALL_LDF_2.UNIT1,EXTERIOR WALL,0.30,0.271,0.283,31.44,27.32,180.00,90.00,S
,WALL_SDR_2.UNIT1,EXTERIOR WALL,0.30,0.271,0.283,23.58,19.46,90.00,90.00,E
,WALL_LDB_2.UNIT1,EXTERIOR WALL,0.30,0.271,0.283,31.44,27.32,0.00,90.00,N
,WALL_SDL_2.UNIT1,EXTERIOR WALL,0.30,0.271,0.283,23.58,19.46,270.00,90.00,W
,ROOF_RIGHT_UNIT1,GABLE_END,0.30,1.782,2.431,6.85,6.85,90.00,90.00,E
,ROOF_LEFT_UNIT1,GABLE_END,0.30,1.782,2.431,6.85,6.85,270.00,90.00,W
,ROOF_FRONT_UNIT1,EXTERIOR ROOF,0.25,3.086,5.358,58.15,58.15,180.00,18.32,
,ROOF_BACK_UNIT1,EXTERIOR ROOF,0.25,3.086,5.358,58.15,58.15,0.00,18.32,


Opaque Interior

,,Construction,Reflectance,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Net Area [m2],Azimuth [deg],Tilt [deg],Cardinal Direction
,INTER ZONE FLOOR 1,INTERIOR FLOOR,0.30,1.097,1.702,110.41,110.41,90.00,180.00,
,FLOOR_UNIT1,INTERIOR FLOOR,0.30,1.204,1.702,110.41,110.41,90.00,180.00,
,CEILING_UNIT1,INTERIOR CEILING,0.30,0.132,0.137,110.41,110.41,180.00,0.00,
,iz-CEILING_UNIT1,ATTIC FLOOR,0.30,0.132,0.137,110.41,110.41,0.00,180.00,
,INTERNALMASS_UNIT1,INTERIORFURNISHINGS,0.30,,0.800,9.90,,0.00,90.00,N


Exterior Fenestration

,,Construction,Glass Area [m2],Frame Area [m2],Divider Area [m2],Area of One Opening [m2],Area of Multiplied Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Frame Conductance [W/m2-K],Divider Conductance [W/m2-K],Shade Control,Parent Surface,Azimuth [deg],Tilt [deg],Cardinal Direction
,WINDOW_LDF_1.UNIT1,EXTERIOR WINDOW,4.13,0.00,0.00,4.13,4.13,1.704,0.335,0.883,,,Yes,WALL_LDF_1.UNIT1,180.00,90.00,S
,WINDOW_SDR_1.UNIT1,EXTERIOR WINDOW,4.13,0.00,0.00,4.13,4.13,1.704,0.335,0.883,,,Yes,WALL_SDR_1.UNIT1,90.00,90.00,E
,WINDOW_LDB_1.UNIT1,EXTERIOR WINDOW,4.13,0.00,0.00,4.13,4.13,1.704,0.335,0.883,,,Yes,WALL_LDB_1.UNIT1,0.00,90.00,N
,WINDOW_SDL_1.UNIT1,EXTERIOR WINDOW,4.13,0.00,0.00,4.13,4.13,1.704,0.335,0.883,,,Yes,WALL_SDL_1.UNIT1,270.00,90.00,W
,WINDOW_LDF_2.UNIT1,EXTERIOR WINDOW,4.13,0.00,0.00,4.13,4.13,1.704,0.335,0.883,,,Yes,WALL_LDF_2.UNIT1,180.00,90.00,S
,WINDOW_SDR_2.UNIT1,EXTERIOR WINDOW,4.13,0.00,0.00,4.13,4.13,1.704,0.335,0.883,,,Yes,WALL_SDR_2.UNIT1,90.00,90.00,E
,WINDOW_LDB_2.UNIT1,EXTERIOR WINDOW,4.13,0.00,0.00,4.13,4.13,1.704,0.335,0.883,,,Yes,WALL_LDB_2.UNIT1,0.00,90.00,N
,WINDOW_SDL_2.UNIT1,EXTERIOR WINDOW,4.13,0.00,0.00,4.13,4.13,1.704,0.335,0.883,,,Yes,WALL_SDL_2.UNIT1,270.00,90.00,W
,Total or Average,,,,,,33.01,1.704,0.335,0.883,,,,,,,
,North Total or Average,,,,,,8.25,1.704,0.335,0.883,,,,,,,
,Non-North Total or Average,,,,,,24.76,1.704,0.335,0.883,,,,,,,


Interior Fenestration

,,Construction,Area of One Opening [m2],Area of Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Parent Surface
,Total or Average,,,0.00,-,-,-,


Exterior Door

,,Construction,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Parent Surface
,DOOR_LDB_UNIT1,EXTERIOR DOOR,1.357,1.704,3.72,WALL_LDB_1.UNIT1


Interior Door

,,Construction,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Parent Surface
,None,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,Shading Summary
FOR:,Entire Facility
Sunlit Fraction

,,March 21 9am,March 21 noon,March 21 3pm,June 21 9am,June 21 noon,June 21 3pm,December 21 9am,December 21 noon,December 21 3pm
,WINDOW_LDF_1.UNIT1,,,,,,,1.00,1.00,1.00
,WINDOW_SDR_1.UNIT1,,,,,,,1.00,0.93,0.00
,WINDOW_LDB_1.UNIT1,,,,,,,0.00,0.00,0.00
,WINDOW_SDL_1.UNIT1,,,,,,,0.00,0.00,1.00
,WINDOW_LDF_2.UNIT1,,,,,,,1.00,1.00,1.00
,WINDOW_SDR_2.UNIT1,,,,,,,1.00,0.93,0.00
,WINDOW_LDB_2.UNIT1,,,,,,,0.00,0.00,0.00
,WINDOW_SDL_2.UNIT1,,,,,,,0.00,0.00,1.00


Window Control

,,Name,Type,Shaded Construction,Control,Glare Control
,WINDOW_LDF_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_1.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_2.UNIT1,SHADES-LIVING_UNIT1,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No


----------------------------------------------------------------------------------------------------
REPORT:,Lighting Summary
FOR:,Entire Facility
Interior Lighting

,,Zone Name,Space Name,Space Type,Lighting Power Density [W/m2],Space Area [m2],Total Power [W],End Use Subcategory,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Return Air Fraction,Conditioned (Y/N),Consumption [GJ]
,LIVING HARDWIRED LIGHTING1,LIVING_UNIT1,LIVING_UNIT1,GENERAL,1.0522,220.82,232.34,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,0.01
,LIVING PLUG-IN LIGHTING1,LIVING_UNIT1,LIVING_UNIT1,GENERAL,0.4785,220.82,105.65,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,0.00
,Interior Lighting Total,,,,0.7653,441.64,337.99,,,,,,,,0.01


Daylighting

,,Zone,Control Name,Daylighting Method,Control Type,Fraction Controlled,Lighting Installed in Zone [W],Lighting Controlled [W]
,None,,,,,,,


Exterior Lighting

,,Total Watts,Astronomical Clock/Schedule,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Consumption [GJ]
,EXTERIOR-LIGHTS_UNIT1,43.24,Schedule,EXTERIORLIGHTING,84.00,84.00,84.00,0.00
,GARAGE-LIGHTS_UNIT1,7.16,Schedule,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.00
,Exterior Lighting Total,50.41,,,,,,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Equipment Summary
FOR:,Entire Facility
Central Plant

,,Type,Reference Capacity [W],Reference Efficiency [W/W],Rated Capacity [W],Rated Efficiency [W/W],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h]
,None,,,,,,,


Cooling Coils

,,Type,Design Coil Load [W],Nominal Total Capacity [W],Nominal Sensible Capacity [W],Nominal Latent Capacity [W],Nominal Sensible Heat Ratio,Nominal Efficiency [W/W],Nominal Coil UA Value [W/C],Nominal Coil Surface Area [m2]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,,5601.48,4484.86,1116.63,0.80,4.07,,
Nominal values are gross at rated conditions, i.e., the supply air fan heat and electric power NOT accounted for.


DX Cooling Coils

,,DX Cooling Coil Type,Standard Rated Net Cooling Capacity [W],Standard Rated Net COP [W/W],EER [Btu/W-h],SEER User [Btu/W-h],SEER Standard [Btu/W-h],IEER [Btu/W-h]
,DX COOLING COIL_UNIT1,,5336.3,3.26,11.11,11.62,10.99,10.86
ANSI/AHRI ratings account for supply air fan heat and electric power. SEER User is calculated using user-input PLF curve and cooling coefficient of degradation whereas SEER Standard is calculated using AHRI Std 210/240-2008 default PLF curve and cooling coefficient of degradation.


DX Cooling Coil ASHRAE 127 Standard Ratings Report

,,DX Cooling Coil Type,Rated Net Cooling Capacity Test A [W],Rated Electric Power Test A [W],Rated Net Cooling Capacity Test B [W],Rated Electric Power Test B [W],Rated Net Cooling Capacity Test C [W],Rated Electric Power Test C [W],Rated Net Cooling Capacity Test D [W],Rated Electric Power Test D [W]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,,,,,,,,


DX Heating Coils

,,DX Heating Coil Type,High Temperature Heating (net) Rating Capacity [W],Low Temperature Heating (net) Rating Capacity [W],HSPF [Btu/W-h],Region Number
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,5869.9,3269.2,7.87,4
ANSI/AHRI ratings account for supply air fan heat and electric power.


Heating Coils

,,Type,Design Coil Load [W],Nominal Total Capacity [W],Nominal Efficiency [W/W]
,MAIN DX HEATING COIL_UNIT1,Coil:Heating:DX:SingleSpeed,,5601.48,3.69
,SUPP HEATING COIL_UNIT1,Coil:Heating:Electric,,6267.66,1.00
,HEAT PUMP WATER HEATER EVAPORATOR_UNIT1,Coil:WaterHeating:AirToWaterHeatPump:Wrapped,,972.91,3.00
Nominal values are gross at rated conditions, i.e., the supply air fan heat and electric power NOT accounted for.


Fans

,,Type,Total Efficiency [W/W],Delta Pressure [pa],Max Air Flow Rate [m3/s],Rated Electricity Rate [W],Rated Power Per Max Air Flow Rate [W-s/m3],Motor Heat In Air Fraction,Fan Energy Index,End Use Subcategory,Design Day Name for Fan Sizing Peak,Date/Time for Fan Sizing Peak
,OASUPPLYFAN_UNIT1,Fan:OnOff,0.60,227.02,0.03,10.71,378.37,0.00,13.70,Ventilation,,
,OAEXHAUSTFAN_UNIT1,Fan:OnOff,0.60,227.02,0.03,10.71,378.37,0.00,13.70,Ventilation,,
,SUPPLY FAN_UNIT1,Fan:OnOff,0.50,400.00,0.34,270.42,799.14,1.00,1.85,General,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00
,HEAT PUMP WATER HEATER FAN_UNIT1,Fan:OnOff,0.70,100.00,0.08,10.79,142.86,1.00,11.80,General,,


Pumps

,,Type,Control,Head [pa],Water Flow [m3/s],Electricity Rate [W],Power Per Water Flow Rate [W-s/m3],Motor Efficiency [W/W],End Use Subcategory
,MAINS PRESSURE_UNIT1,Pump:VariableSpeed,Intermittent,1.00,0.000494,0.00,0.00,1.00,General


Service Water Heating

,,Type,Storage Volume [m3],Input [W],Thermal Efficiency [W/W],Recovery Efficiency [W/W],Energy Factor
,WATER HEATER_UNIT1,WaterHeater:HeatPump:WrappedCondenser,0.20,1214.06,1.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,HVAC Sizing Summary
FOR:,Entire Facility
Zone Sensible Cooling

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,LIVING_UNIT1,4047.21,4047.21,18.33,0.338,0.338,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,24.00,24.00,0.00810,31.09,0.00547,0.028,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Heating

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,LIVING_UNIT1,5248.42,5248.42,23.77,0.185,0.185,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN HTG 99.6% CONDNS DB,12/21 14:00:00,21.50,21.50,0.00685,-17.90,0.00096,0.028,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


System Design Air Flow Rates

,,Calculated cooling [m3/s],User cooling [m3/s],Calculated heating [m3/s],User heating [m3/s],Adjusted cooling [m3/s],Adjusted heating [m3/s],Adjusted main [m3/s],Calculated Heating Air Flow Ratio [],User Heating Air Flow Ratio []
,CENTRAL SYSTEM_UNIT1,0.34,0.34,0.18,0.18,0.3384,0.3384,0.3384,1.0000,1.0000


Plant Loop Coincident Design Fluid Flow Rate Adjustments

,,Previous Design Volume Flow Rate [m3/s],Algorithm Volume Flow Rate [m3/s],Coincident Design Volume Flow Rate [m3/s],Coincident Size Adjusted,Peak Sizing Period Name,Peak Day into Period {TIMESTAMP}[day],Peak Hour Of Day {TIMESTAMP}[hr],Peak Step Start Minute {TIMESTAMP}[min]
,None,,,,,,,,


Coil Sizing Summary

,,Coil Type,HVAC Type,HVAC Name,Coil Final Gross Total Capacity [W],Coil Final Gross Sensible Capacity [W],Coil Final Reference Air Volume Flow Rate [m3/s],Coil Final Reference Plant Fluid Volume Flow Rate [m3/s],Coil U-value Times Area Value [W/K],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Coil Total Capacity at Ideal Loads Peak [W],Coil Sensible Capacity at Ideal Loads Peak [W],Coil Air Volume Flow Rate at Ideal Loads Peak [m3/s],Coil Entering Air Drybulb at Ideal Loads Peak [C],Coil Entering Air Wetbulb at Ideal Loads Peak [C],Coil Entering Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Coil Leaving Air Drybulb at Ideal Loads Peak [C],Coil Leaving Air Wetbulb at Ideal Loads Peak [C],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Drybulb at Ideal Loads Peak [C],Outdoor Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [C],Outdoor Air Flow Percentage at Ideal Loads Peak [%],Zone Air Drybulb at Ideal Loads Peak [C],Zone Air Humidity Ratio at Ideal Loads Peak [kgWater/kgDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [W],Zone Latent Heat Gain at Ideal Loads Peak [W],Coil Total Capacity at Rating Conditions [W],Coil Sensible Capacity at Rating Conditions [W]
,DX COOLING COIL_UNIT1,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1,5601.481,4484.855,0.338385,-999.0,-999.000,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,DENVER-AURORA-BUCKLEY.AFB_CO_USA ANN CLG .4% CONDNS DB=>MWB,7/21 17:30:00,5060.02,5060.02,0.338385,25.39,14.21,0.00787571,12.00,9.30,0.00787571,31.09,0.00547095,14.14,8.3682,24.00,0.00809533,35.3958,4047.21,0.00,5600.52,4044.36
